"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"877",22235,"HY549247","12/24/2015 07:09:00 PM","003XX W 111TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",522,5,34,49,"01A",1176074,1830987,2015,"06/05/2016 03:49:37 PM",41.691583891,-87.630995465,"(41.691583891, -87.630995465)"
"47429",10222837,"HY409243","09/03/2015 07:28:12 PM","057XX N SHERIDAN RD","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false",2022,20,48,77,"01B",1168593,1938326,2015,"02/03/2016 03:52:18 PM",41.9862963,-87.655281972,"(41.9862963, -87.655281972)"
"47454",22182,"HY509229","11/20/2015 09:08:00 PM","070XX S CALUMET AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","false",322,3,6,69,"01A",1179696,1858440,2015,"02/04/2016 06:33:39 AM",41.766836507,-87.616898425,"(41.766836507, -87.616898425)"
"101677",10097071,"HY285524","06/02/2015 09:41:19 PM","064XX S ASHLAND AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","false","false",725,7,15,67,"01B",1166774,1862112,2015,"08/17/2015 03:03:40 PM",41.777198547,-87.664157893,"(41.777198547, -87.664157893)"
"121950",21907,"HY291065","06/07/2015 03:50:00 AM","016XX N CICERO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",2533,25,37,25,"01A",1144091,1910384,2015,"04/17/2016 03:50:45 PM",41.910117898,-87.746104545,"(41.910117898, -87.746104545)"
"122209",21908,"HY291065","06/07/2015 03:50:00 AM","016XX N CICERO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",2533,25,37,25,"01A",1144091,1910384,2015,"04/17/2016 03:50:45 PM",41.910117898,-87.746104545,"(41.910117898, -87.746104545)"
"233032",22430,"HY551683","12/27/2015 02:05:00 PM","003XX W 116TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",522,5,34,53,"01A",NA,NA,2015,"04/20/2016 03:55:16 PM",NA,NA,""
"252604",22387,"HY471497","10/23/2015 03:42:00 PM","076XX S EBERHART AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",624,6,6,69,"01A",NA,NA,2015,"03/20/2016 03:47:00 PM",NA,NA,""
"252607",22407,"HY471252","10/23/2015 02:01:00 PM","087XX S WABASH AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",632,6,6,44,"01A",NA,NA,2015,"04/03/2016 03:49:03 PM",NA,NA,""
"252850",10047709,"HY237154","04/26/2015 09:58:36 PM","087XX S LAFAYETTE AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false",634,6,21,44,"01B",1177462,1847094,2015,"02/16/2016 03:47:49 PM",41.735752519,-87.625429032,"(41.735752519, -87.625429032)"
"252915",22335,"HY346207","07/04/2015 04:00:00 PM","083XX S DREXEL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false",632,6,8,44,"01A",NA,NA,2015,"02/17/2016 04:05:35 PM",NA,NA,""
"252916",22336,"HY346207","07/04/2015 04:00:00 PM","083XX S DREXEL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false",632,6,8,44,"01A",NA,NA,2015,"02/17/2016 04:05:35 PM",NA,NA,""
"252917",22337,"HY346207","07/04/2015 04:00:00 PM","083XX S DREXEL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false",632,6,8,44,"01A",NA,NA,2015,"02/17/2016 04:05:35 PM",NA,NA,""
"252952",22338,"HZ148668","12/10/2015 05:30:00 PM","065XX N HOYNE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false",2412,24,50,2,"01A",NA,NA,2015,"02/18/2016 03:48:58 PM",NA,NA,""
"253260",22362,"HY392281","09/04/2015 04:09:00 PM","102XX S LOWE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2232,22,34,73,"01A",NA,NA,2015,"03/04/2016 03:46:57 PM",NA,NA,""
"260497",21714,"HY102349","01/03/2015 05:50:00 AM","050XX W SUPERIOR ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1531,15,28,25,"01A",1142667,1904504,2015,"08/17/2015 03:03:40 PM",41.894009145,-87.751482327,"(41.894009145, -87.751482327)"
"260498",21715,"HY105400","01/05/2015 10:11:00 PM","035XX W 77TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",835,8,18,70,"01A",1154231,1852987,2015,"08/17/2015 03:03:40 PM",41.752416738,-87.710383001,"(41.752416738, -87.710383001)"
"260499",21716,"HY105478","01/06/2015 12:49:00 AM","093XX S BURNSIDE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",633,6,9,44,"01A",1182397,1842687,2015,"08/17/2015 03:03:40 PM",41.723546383,-87.607485349,"(41.723546383, -87.607485349)"
"260500",21717,"HY106072","01/06/2015 03:38:00 PM","022XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",414,4,7,43,"01A",1192475,1853026,2015,"08/17/2015 03:03:40 PM",41.751678423,-87.57023511,"(41.751678423, -87.57023511)"
"260501",21718,"HY106072","01/06/2015 05:53:00 PM","022XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",414,4,7,43,"01A",1192475,1853026,2015,"08/17/2015 03:03:40 PM",41.751678423,-87.57023511,"(41.751678423, -87.57023511)"
"260502",21719,"HY108387","01/08/2015 09:30:00 PM","012XX S ALBANY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","false",1022,10,24,29,"01A",1155906,1894231,2015,"08/17/2015 03:03:40 PM",41.865562351,-87.703136478,"(41.865562351, -87.703136478)"
"260503",21721,"HY109537","01/10/2015 12:25:00 AM","000XX S KOSTNER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1113,11,28,26,"01A",1147063,1899538,2015,"08/17/2015 03:03:40 PM",41.880298941,-87.735464135,"(41.880298941, -87.735464135)"
"260504",21722,"HY106555","01/09/2015 04:20:00 PM","011XX W MARQUETTE RD","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false",724,7,17,68,"01A",1169713,1860367,2015,"08/17/2015 03:03:40 PM",41.77234679,-87.653434136,"(41.77234679, -87.653434136)"
"260505",21723,"HY114053","01/13/2015 10:10:00 PM","039XX S CALUMET AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",213,2,3,38,"01A",1179077,1879031,2015,"08/17/2015 03:03:40 PM",41.823354247,-87.618539727,"(41.823354247, -87.618539727)"
"260506",21724,"HY113713","01/13/2015 05:40:00 PM","042XX S ROCKWELL ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",921,9,12,58,"01A",1159740,1876381,2015,"08/17/2015 03:03:40 PM",41.816501877,-87.689552817,"(41.816501877, -87.689552817)"
"260507",21725,"HY115036","01/14/2015 05:22:00 PM","081XX S ARTESIAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GANGWAY","true","false",835,8,18,70,"01A",1161442,1850597,2015,"08/17/2015 03:03:40 PM",41.7457119,-87.684023656,"(41.7457119, -87.684023656)"
"260508",21727,"HY117698","01/16/2015 07:22:00 PM","024XX W 58TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",824,8,16,63,"01A",1161216,1866145,2015,"08/17/2015 03:03:40 PM",41.788382525,-87.684421957,"(41.788382525, -87.684421957)"
"260509",21728,"HY118469","01/17/2015 01:26:00 PM","040XX W 13TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1011,10,24,29,"01A",1149839,1893741,2015,"08/17/2015 03:03:40 PM",41.864337788,-87.725421626,"(41.864337788, -87.725421626)"
"260510",21729,"HY118913","01/17/2015 07:10:00 PM","096XX S GREEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",2223,22,21,73,"01A",1172343,1840907,2015,"08/17/2015 03:03:40 PM",41.718888535,-87.644364499,"(41.718888535, -87.644364499)"
"260511",21730,"HY119535","01/18/2015 12:20:00 PM","021XX W WARREN BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1223,12,2,28,"01A",1162240,1900336,2015,"08/17/2015 03:03:40 PM",41.882185074,-87.679713374,"(41.882185074, -87.679713374)"
"260512",21731,"HY121768","01/20/2015 10:44:00 AM","078XX S COLES AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false",421,4,7,43,"01A",1197407,1853828,2015,"08/17/2015 03:03:40 PM",41.75375771,-87.552135344,"(41.75375771, -87.552135344)"
"260513",21732,"HY122767","01/21/2015 12:42:00 AM","053XX S MAY ST","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","false","false",934,9,16,61,"01A",1169557,1869451,2015,"08/17/2015 03:03:40 PM",41.797277742,-87.653742794,"(41.797277742, -87.653742794)"
"260514",21733,"HY122962","01/21/2015 09:25:00 AM","066XX S OAKLEY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false",832,8,15,66,"01A",1162217,1860532,2015,"08/17/2015 03:03:40 PM",41.772958903,-87.6809078,"(41.772958903, -87.6809078)"
"260515",21734,"HY123702","01/21/2015 07:39:00 PM","050XX S RACINE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",933,9,16,61,"01A",1169178,1871270,2015,"08/17/2015 03:03:40 PM",41.802277495,-87.655080002,"(41.802277495, -87.655080002)"
"260516",21735,"HY126186","01/23/2015 07:25:00 PM","079XX S VINCENNES AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","false","false",621,6,17,44,"01A",1174998,1852438,2015,"08/17/2015 03:03:40 PM",41.750472394,-87.634297122,"(41.750472394, -87.634297122)"
"260517",21736,"HY126149","01/23/2015 08:18:00 PM","067XX S WESTERN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",832,8,17,66,"01A",1161539,1859806,2015,"08/17/2015 03:03:40 PM",41.770980744,-87.6834133,"(41.770980744, -87.6834133)"
"260518",21737,"HY126583","01/24/2015 02:13:00 AM","045XX W WEST END AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false",1113,11,28,26,"01A",1145947,1900586,2015,"08/17/2015 03:03:40 PM",41.883196036,-87.739535384,"(41.883196036, -87.739535384)"
"260519",21738,"HY128133","01/27/2015 11:54:00 AM","035XX W 24TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1024,10,22,30,"01A",1153331,1887832,2015,"08/17/2015 03:03:40 PM",41.848054237,-87.712759263,"(41.848054237, -87.712759263)"
"260520",21739,"HY130523","01/27/2015 09:00:00 PM","006XX E 51ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",223,2,4,38,"01A",1181558,1871341,2015,"08/17/2015 03:03:40 PM",41.802195281,-87.609675541,"(41.802195281, -87.609675541)"
"260521",21741,"HY132431","01/29/2015 02:06:00 AM","119XX S YALE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",522,5,9,53,"01A",1176760,1825767,2015,"08/17/2015 03:03:40 PM",41.677244043,-87.628640273,"(41.677244043, -87.628640273)"
"260522",21742,"HY132441","01/29/2015 03:20:00 AM","012XX W 32ND ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",913,9,11,60,"01A",1168446,1883582,2015,"10/16/2015 03:50:02 PM",41.83607872,-87.657409354,"(41.83607872, -87.657409354)"
"260523",21743,"HY134398","01/30/2015 05:52:00 PM","070XX S HONORE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",735,7,17,67,"01A",1165232,1858076,2015,"08/17/2015 03:03:40 PM",41.766156013,-87.669924987,"(41.766156013, -87.669924987)"
"260524",21744,"HY135181","01/31/2015 12:02:00 PM","081XX S CHAPPEL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false",414,4,8,46,"01A",1191275,1851362,2015,"08/17/2015 03:03:40 PM",41.747141383,-87.574686235,"(41.747141383, -87.574686235)"
"260525",21745,"HY136615","02/01/2015 08:53:00 PM","023XX S MICHIGAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true",131,1,2,33,"01A",1177578,1888860,2015,"08/17/2015 03:03:40 PM",41.850359857,-87.623741058,"(41.850359857, -87.623741058)"
"260526",21746,"HY136871","02/02/2015 09:16:00 AM","004XX E 48TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",223,2,3,38,"01A",1180000,1872959,2015,"08/17/2015 03:03:40 PM",41.806671065,-87.615339745,"(41.806671065, -87.615339745)"
"260527",21748,"HY139558","02/04/2015 04:07:00 PM","031XX W 84TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false",835,8,18,70,"01A",1157018,1848405,2015,"08/17/2015 03:03:40 PM",41.739787158,-87.700293265,"(41.739787158, -87.700293265)"
"260528",21749,"HY126100","01/30/2015 06:53:00 PM","015XX S TRUMBULL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1021,10,24,29,"01A",1153621,1892185,2015,"08/17/2015 03:03:40 PM",41.859993621,-87.711579264,"(41.859993621, -87.711579264)"
"260529",21750,"HY135441","02/02/2015 11:33:00 PM","100XX S MICHIGAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GAS STATION","true","true",511,5,9,49,"01A",1178985,1838617,2015,"08/17/2015 03:03:40 PM",41.712456039,-87.620106677,"(41.712456039, -87.620106677)"
"260530",21752,"HY144738","02/08/2015 11:26:00 PM","060XX W GRAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",2512,25,37,19,"01A",1135889,1914170,2015,"08/17/2015 03:03:40 PM",41.920657269,-87.776145534,"(41.920657269, -87.776145534)"
"260531",21753,"HY146099","02/09/2015 09:31:00 PM","001XX N WOOD ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","true",1223,12,27,28,"01A",1164387,1900945,2015,"08/17/2015 03:03:40 PM",41.883811077,-87.671812366,"(41.883811077, -87.671812366)"
"260532",21755,"HY144198","02/08/2015 12:15:00 PM","113XX S PARNELL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",2233,22,34,49,"01A",1174663,1829706,2015,"08/17/2015 03:03:40 PM",41.688100085,-87.636199237,"(41.688100085, -87.636199237)"
"260533",21756,"HY146134","02/09/2015 09:56:00 PM","051XX W CRYSTAL ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2533,25,37,25,"01A",1141855,1907837,2015,"08/17/2015 03:03:40 PM",41.903170357,-87.754381974,"(41.903170357, -87.754381974)"
"260534",21757,"HY145267","02/09/2015 11:10:00 AM","002XX S LOTUS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1522,15,29,25,"01A",1139926,1898213,2015,"08/17/2015 03:03:40 PM",41.876796412,-87.761703187,"(41.876796412, -87.761703187)"
"260535",21758,"HY147395","02/10/2015 10:25:00 PM","016XX N KEELER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",2534,25,30,23,"01A",1148137,1910551,2015,"08/17/2015 03:03:40 PM",41.910499189,-87.731236702,"(41.910499189, -87.731236702)"
"260536",21759,"HY152127","02/15/2015 04:21:00 AM","014XX W 71ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",734,7,17,67,"01A",1168131,1857668,2015,"08/17/2015 03:03:40 PM",41.764974559,-87.659310823,"(41.764974559, -87.659310823)"
"260537",21760,"HK649858","02/10/2015 12:00:00 AM","025XX N LONG AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2515,25,30,19,"01A",1139955,1916293,2015,"08/17/2015 03:03:40 PM",41.926409544,-87.761153938,"(41.926409544, -87.761153938)"
"260538",21761,"HY157257","02/20/2015 03:17:00 AM","020XX W FULLERTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1432,14,32,22,"01A",1162162,1915940,2015,"08/17/2015 03:03:40 PM",41.92500526,-87.679563115,"(41.92500526, -87.679563115)"
"260539",21762,"HY158116","02/20/2015 06:41:00 PM","056XX S GREEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",712,7,20,68,"01A",1171599,1867542,2015,"08/17/2015 03:03:40 PM",41.791994694,-87.646310475,"(41.791994694, -87.646310475)"
"260540",21763,"HY159217","02/21/2015 05:44:00 PM","013XX W LELAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false",1913,19,46,3,"01A",1166511,1931331,2015,"08/17/2015 03:03:40 PM",41.967146776,-87.663140769,"(41.967146776, -87.663140769)"
"260541",21764,"HY160139","02/22/2015 03:20:00 PM","020XX W 69TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",735,7,17,67,"01A",1164023,1858896,2015,"08/17/2015 03:03:40 PM",41.768431709,-87.674333391,"(41.768431709, -87.674333391)"
"260542",21765,"HY163030","02/25/2015 06:37:00 AM","071XX N CLARK ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false",2423,24,49,1,"01A",1163291,1947613,2015,"08/17/2015 03:03:40 PM",42.011893605,-87.674519739,"(42.011893605, -87.674519739)"
"260543",21767,"HY163914","02/25/2015 07:45:00 PM","114XX S PRAIRIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GANGWAY","false","false",531,5,9,49,"01A",1179956,1829174,2015,"08/17/2015 03:03:40 PM",41.686521024,-87.61683831,"(41.686521024, -87.61683831)"
"260544",21768,"HY163571","02/25/2015 03:09:00 PM","046XX W MAYPOLE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1113,11,28,25,"01A",1145420,1901057,2015,"08/17/2015 03:03:40 PM",41.884498505,-87.741458652,"(41.884498505, -87.741458652)"
"260545",21769,"HY169646","03/02/2015 07:20:00 PM","105XX S YATES AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",434,4,10,51,"01A",1194209,1835537,2015,"08/17/2015 03:03:40 PM",41.703644635,-87.564453394,"(41.703644635, -87.564453394)"
"260546",21772,"HY174696","03/07/2015 01:52:00 AM","010XX W 18TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1235,12,25,31,"01A",1169618,1891581,2015,"08/17/2015 03:03:40 PM",41.858003291,-87.652876321,"(41.858003291, -87.652876321)"
"260547",21773,"HY174696","03/07/2015 01:52:00 AM","010XX W 18TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1235,12,25,31,"01A",1169618,1891581,2015,"08/17/2015 03:03:40 PM",41.858003291,-87.652876321,"(41.858003291, -87.652876321)"
"260548",21774,"HY175374","03/07/2015 04:41:00 PM","020XX W 47TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","true","false",924,9,12,61,"01A",1163779,1873499,2015,"08/17/2015 03:03:40 PM",41.808509341,-87.674817794,"(41.808509341, -87.674817794)"
"260549",21775,"HY176662","03/08/2015 06:33:00 PM","065XX S KIMBARK AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true",321,3,20,42,"01A",1185763,1861895,2015,"08/17/2015 03:03:40 PM",41.776176511,-87.594551952,"(41.776176511, -87.594551952)"
"260550",21776,"HY177178","03/09/2015 09:36:00 AM","028XX S AVERS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false",1031,10,22,30,"01A",1151168,1884889,2015,"08/17/2015 03:03:40 PM",41.840020892,-87.720774668,"(41.840020892, -87.720774668)"
"260551",21777,"HY177586","03/09/2015 02:52:00 PM","009XX W AGATITE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1914,19,46,3,"01A",1169181,1929732,2015,"08/17/2015 03:03:40 PM",41.96270134,-87.653370223,"(41.96270134, -87.653370223)"
"260552",21778,"HY177958","03/09/2015 07:41:00 PM","002XX W 105TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",512,5,34,49,"01A",1176504,1835313,2015,"08/31/2015 03:38:55 PM",41.703445434,-87.629291729,"(41.703445434, -87.629291729)"
"260553",21779,"HY178055","03/09/2015 07:53:00 PM","092XX S ADA ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",2222,22,21,73,"01A",1168954,1843415,2015,"08/17/2015 03:03:40 PM",41.725844616,-87.65670508,"(41.725844616, -87.65670508)"
"260554",21780,"HY185125","03/15/2015 04:49:00 AM","050XX N HARDING AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true",1712,17,39,14,"01A",1149148,1933139,2015,"08/17/2015 03:03:40 PM",41.972462991,-87.726935628,"(41.972462991, -87.726935628)"
"260555",21781,"HY185434","03/15/2015 01:21:00 PM","058XX W PATTERSON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1633,16,38,15,"01A",1136800,1923676,2015,"08/17/2015 03:03:40 PM",41.946726473,-87.772569826,"(41.946726473, -87.772569826)"
"260556",21782,"HY185689","03/15/2015 07:27:00 PM","058XX W NORTH AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2531,25,29,25,"01A",1136979,1910037,2015,"08/17/2015 03:03:40 PM",41.909296329,-87.772239931,"(41.909296329, -87.772239931)"
"260557",21783,"HY185689","03/15/2015 07:28:00 PM","058XX W NORTH AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2531,25,29,25,"01A",1136979,1910037,2015,"08/17/2015 03:03:40 PM",41.909296329,-87.772239931,"(41.909296329, -87.772239931)"
"260558",21784,"HY186207","03/16/2015 03:11:00 AM","016XX W WEBSTER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1432,14,32,22,"01A",1164995,1914701,2015,"08/17/2015 03:03:40 PM",41.921545627,-87.669188669,"(41.921545627, -87.669188669)"
"260559",21785,"HY186207","03/16/2015 03:11:00 AM","016XX W WEBSTER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1432,14,32,22,"01A",1164995,1914701,2015,"08/17/2015 03:03:40 PM",41.921545627,-87.669188669,"(41.921545627, -87.669188669)"
"260560",21786,"HY190080","03/19/2015 12:49:00 AM","081XX S NORMAL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",622,6,21,44,"01A",1174374,1851122,2015,"08/17/2015 03:03:40 PM",41.746875014,-87.636622787,"(41.746875014, -87.636622787)"
"260561",21787,"HY190108","03/19/2015 02:26:00 AM","001XX S CICERO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1113,11,28,25,"01A",1144415,1898849,2015,"08/17/2015 03:03:40 PM",41.878458449,-87.745204753,"(41.878458449, -87.745204753)"
"260562",21788,"HY190397","03/19/2015 11:20:00 AM","079XX S KEDZIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",835,8,18,70,"01A",1156428,1851675,2015,"08/17/2015 03:03:40 PM",41.748772464,-87.70236711,"(41.748772464, -87.70236711)"
"260563",21789,"HY191107","03/19/2015 09:19:00 PM","009XX N MOZART ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","false",1211,12,26,24,"01A",1157211,1906267,2015,"08/17/2015 03:03:40 PM",41.898563902,-87.698018649,"(41.898563902, -87.698018649)"
"260564",21790,"HY192076","03/20/2015 05:14:00 PM","030XX E 81ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",422,4,7,46,"01A",1197999,1851850,2015,"08/17/2015 03:03:40 PM",41.748315167,-87.550031913,"(41.748315167, -87.550031913)"
"260565",21791,"HY193065","03/21/2015 12:32:00 PM","088XX S WOOD ST","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","false","false",2221,22,21,71,"01A",1165889,1846091,2015,"08/17/2015 03:03:40 PM",41.733253531,-87.667856608,"(41.733253531, -87.667856608)"
"260566",21792,"HY193536","03/22/2015 09:53:00 AM","109XX S GREEN BAY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",432,4,10,52,"01A",1200541,1833111,2015,"08/17/2015 03:03:40 PM",41.696830001,-87.541349099,"(41.696830001, -87.541349099)"
"260567",21793,"HY194555","03/22/2015 09:33:00 PM","022XX W WINNEMAC AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",2031,20,47,4,"01A",1160556,1933458,2015,"08/17/2015 03:03:40 PM",41.973109096,-87.684977358,"(41.973109096, -87.684977358)"
"260568",21794,"HY196184","03/24/2015 06:55:00 AM","028XX W WARREN BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1222,12,2,27,"01A",1157356,1900224,2015,"08/17/2015 03:03:40 PM",41.881978408,-87.697650504,"(41.881978408, -87.697650504)"
"260569",21795,"HY198255","03/25/2015 06:24:00 PM","052XX W FULLERTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","RESTAURANT","true","false",2515,25,37,19,"01A",1141240,1915461,2015,"08/17/2015 03:03:40 PM",41.924102822,-87.756452662,"(41.924102822, -87.756452662)"
"260570",21796,"HY199452","03/26/2015 05:59:00 PM","052XX W QUINCY ST","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","false","false",1522,15,29,25,"01A",1141486,1898500,2015,"08/17/2015 03:03:40 PM",41.877555323,-87.755968179,"(41.877555323, -87.755968179)"
"260571",21797,"HY199846","03/27/2015 02:04:00 AM","084XX S STONY ISLAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",412,4,8,45,"01A",1188276,1849160,2015,"08/17/2015 03:03:40 PM",41.741170915,-87.585745319,"(41.741170915, -87.585745319)"
"260572",21798,"HY201146","03/28/2015 02:13:00 AM","022XX S MICHIGAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","TAVERN","false","false",132,1,2,33,"01A",1177561,1889490,2015,"08/17/2015 03:03:40 PM",41.852089006,-87.623784345,"(41.852089006, -87.623784345)"
"260573",21799,"HY202270","03/29/2015 02:27:00 AM","122XX S RACINE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",524,5,34,53,"01A",1170547,1823630,2015,"08/17/2015 03:03:40 PM",41.671516943,-87.651443612,"(41.671516943, -87.651443612)"
"260574",21800,"HY203776","03/30/2015 02:50:00 PM","057XX S MORGAN ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",712,7,16,68,"01A",1170622,1866859,2015,"08/17/2015 03:03:40 PM",41.790141834,-87.649912869,"(41.790141834, -87.649912869)"
"260575",21801,"HY204746","03/31/2015 10:55:00 AM","012XX W 56TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",713,7,16,67,"01A",1168810,1867639,2015,"08/17/2015 03:03:40 PM",41.792321579,-87.656534454,"(41.792321579, -87.656534454)"
"260576",21802,"HY204877","03/31/2015 12:19:00 PM","028XX N MAPLEWOOD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",1411,14,1,21,"01A",1158869,1918728,2015,"08/17/2015 03:03:40 PM",41.932723985,-87.691586431,"(41.932723985, -87.691586431)"
"260577",21803,"HY206710","04/01/2015 07:05:00 PM","030XX W 71ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",831,8,18,66,"01A",1157490,1857396,2015,"08/17/2015 03:03:40 PM",41.764450345,-87.698320777,"(41.764450345, -87.698320777)"
